Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ci,11389218,2,"Friday, November  8, 2013 21:08:49 UTC",34.1902,-117.5205,1.3,4.00,36,"Greater Los Angeles area, California"
ak,10841704,1,"Friday, November  8, 2013 21:06:35 UTC",62.2596,-145.8084,1.7,10.20,10,"Central Alaska"
nc,72103606,0,"Friday, November  8, 2013 20:59:42 UTC",38.8422,-122.8368,1.4,2.40,20,"Northern California"
ak,10841693,1,"Friday, November  8, 2013 20:51:00 UTC",62.2454,-145.8356,1.6,5.40, 8,"Central Alaska"
ak,10841687,1,"Friday, November  8, 2013 20:48:07 UTC",63.5777,-147.6330,1.7,10.20,21,"Central Alaska"
ak,10841678,1,"Friday, November  8, 2013 20:34:14 UTC",59.7229,-151.9842,1.7,13.60,11,"Kenai Peninsula, Alaska"
nc,72103596,3,"Friday, November  8, 2013 20:31:18 UTC",36.2665,-120.3225,3.1,14.30,82,"Central California"
uw,60626771,1,"Friday, November  8, 2013 20:10:07 UTC",43.3803,-123.2093,1.6,0.00, 7,"Oregon"
ak,10841516,1,"Friday, November  8, 2013 19:10:31 UTC",62.0828,-147.8220,1.2,32.80,11,"Central Alaska"
ak,10841509,1,"Friday, November  8, 2013 18:53:34 UTC",62.3593,-148.1951,1.1,45.20, 9,"Central Alaska"
ci,11389186,2,"Friday, November  8, 2013 18:53:16 UTC",33.3647,-116.4082,1.8,11.90,64,"Southern California"
ak,10841494,1,"Friday, November  8, 2013 18:31:53 UTC",62.2912,-148.9365,1.2,40.20, 8,"Central Alaska"
nc,72103556,1,"Friday, November  8, 2013 18:24:39 UTC",38.8097,-122.8197,1.5,3.20,26,"Northern California"
ak,10841487,2,"Friday, November  8, 2013 18:21:59 UTC",60.3132,-152.3106,1.6,79.70,15,"Southern Alaska"
ci,11389170,2,"Friday, November  8, 2013 18:13:42 UTC",33.8197,-117.0180,1.4,27.50,11,"Southern California"
ak,10841473,1,"Friday, November  8, 2013 17:35:41 UTC",63.2000,-151.4278,1.2,16.70, 6,"Central Alaska"
pr,13312006,0,"Friday, November  8, 2013 17:22:49 UTC",18.3523,-65.9170,1.8,30.00, 6,"Puerto Rico"
ci,11389154,2,"Friday, November  8, 2013 17:07:03 UTC",32.7995,-115.4520,2.0,10.20,20,"Southern California"
nc,72103536,0,"Friday, November  8, 2013 17:03:45 UTC",36.0417,-120.6355,1.6,0.00,13,"Central California"
hv,60588796,1,"Friday, November  8, 2013 16:43:01 UTC",19.4867,-155.4588,1.9,4.40,41,"Island of Hawaii, Hawaii"
nn,00428740,1,"Friday, November  8, 2013 16:37:03 UTC",37.3205,-117.5143,1.4,6.20,22,"Nevada"
ci,11389138,2,"Friday, November  8, 2013 16:31:51 UTC",33.8077,-117.7127,1.2,0.10,20,"Greater Los Angeles area, California"
ci,11389130,2,"Friday, November  8, 2013 15:24:06 UTC",33.2880,-116.4068,1.1,13.50,38,"Southern California"
ci,11389122,2,"Friday, November  8, 2013 15:09:17 UTC",32.9032,-115.9350,1.4,5.40,12,"Southern California"
hv,60588761,2,"Friday, November  8, 2013 14:22:38 UTC",19.4580,-155.2460,1.8,7.00,28,"Island of Hawaii, Hawaii"
nc,72103471,0,"Friday, November  8, 2013 14:08:21 UTC",38.8208,-122.7650,1.0,2.40,15,"Northern California"
uw,60626641,1,"Friday, November  8, 2013 13:59:10 UTC",48.0952,-120.9042,1.7,4.10, 7,"Washington"
ci,11389106,4,"Friday, November  8, 2013 13:52:41 UTC",33.2173,-115.6470,1.0,2.90,19,"Southern California"
nc,72103456,1,"Friday, November  8, 2013 13:40:05 UTC",38.7968,-122.8132,1.7,3.50,37,"Northern California"
nc,72103446,1,"Friday, November  8, 2013 13:33:03 UTC",36.7990,-121.5223,1.8,6.60,29,"Central California"
hv,60588736,2,"Friday, November  8, 2013 13:19:59 UTC",19.3398,-155.3227,2.0,3.30,67,"Island of Hawaii, Hawaii"
ak,10841434,1,"Friday, November  8, 2013 13:17:26 UTC",61.6715,-146.3081,1.7,27.70,10,"Southern Alaska"
uw,60626626,1,"Friday, November  8, 2013 13:05:10 UTC",48.1975,-122.5857,1.1,25.80,30,"Puget Sound region, Washington"
ak,10841415,2,"Friday, November  8, 2013 12:41:51 UTC",62.8919,-148.8535,2.5,12.20,46,"Central Alaska"
nn,00428732,1,"Friday, November  8, 2013 12:37:18 UTC",39.6724,-119.6904,1.4,11.70,22,"Nevada"
nc,72103411,0,"Friday, November  8, 2013 12:19:37 UTC",36.7540,-121.4575,1.2,5.60,16,"Central California"
nc,72103406,0,"Friday, November  8, 2013 12:07:02 UTC",36.5687,-121.1565,1.1,4.30, 8,"Central California"
ak,10841405,1,"Friday, November  8, 2013 11:40:25 UTC",65.4263,-144.1125,1.6,0.10, 5,"northern Alaska"
ci,11389074,5,"Friday, November  8, 2013 11:31:52 UTC",33.2193,-115.6477,1.8,2.00,39,"Southern California"
ci,11389066,5,"Friday, November  8, 2013 11:19:09 UTC",33.7933,-117.6387,2.0,3.40,62,"Greater Los Angeles area, California"
nc,72103381,0,"Friday, November  8, 2013 11:14:49 UTC",38.7630,-122.7402,1.5,2.30,16,"Northern California"
pr,13312004,0,"Friday, November  8, 2013 11:14:24 UTC",18.5788,-66.9029,2.6,17.00,28,"Puerto Rico region"
ak,10841392,1,"Friday, November  8, 2013 11:12:46 UTC",61.5206,-146.5486,1.8,28.90,26,"Southern Alaska"
nc,72103366,1,"Friday, November  8, 2013 11:08:06 UTC",37.5300,-118.4367,2.3,9.60,31,"Central California"
ak,10841383,1,"Friday, November  8, 2013 11:07:14 UTC",62.0374,-150.4198,1.7,35.70,18,"Central Alaska"
nc,72103351,0,"Friday, November  8, 2013 11:00:42 UTC",37.5388,-121.8418,1.2,5.30, 8,"San Francisco Bay area, California"
ak,10841368,2,"Friday, November  8, 2013 11:00:28 UTC",62.1490,-148.9342,2.9,25.00,74,"Central Alaska"
ak,10841367,1,"Friday, November  8, 2013 10:55:44 UTC",62.1392,-145.1752,1.6,20.50, 8,"Central Alaska"
nc,72103336,0,"Friday, November  8, 2013 10:49:58 UTC",38.8170,-122.7978,1.1,2.80,18,"Northern California"
nc,72103326,9,"Friday, November  8, 2013 10:46:56 UTC",41.3257,-125.2915,4.7,12.00,70,"offshore Northern California"
nc,72103321,1,"Friday, November  8, 2013 10:40:03 UTC",36.6038,-121.1538,1.9,6.90,24,"Central California"
ak,10841349,1,"Friday, November  8, 2013 10:25:57 UTC",62.8234,-150.5385,2.0,92.90,35,"Central Alaska"
ci,11389018,2,"Friday, November  8, 2013 10:03:04 UTC",33.7040,-116.7120,1.0,19.60,24,"Southern California"
ak,10841342,2,"Friday, November  8, 2013 10:03:02 UTC",62.9085,-151.0298,1.4,94.00,17,"Central Alaska"
ak,10841336,1,"Friday, November  8, 2013 09:49:22 UTC",61.1692,-140.0075,2.4,8.60,12,"Southern Yukon Territory, Canada"
ak,10841331,1,"Friday, November  8, 2013 09:42:51 UTC",59.9553,-152.4076,1.9,38.40, 6,"Southern Alaska"
ak,10841329,1,"Friday, November  8, 2013 09:42:18 UTC",60.9564,-140.5779,2.2,16.60,10,"Southern Yukon Territory, Canada"
pr,13312003,0,"Friday, November  8, 2013 09:38:39 UTC",18.3262,-67.3448,2.8,82.00,18,"Mona Passage, Puerto Rico"
uu,60044042,4,"Friday, November  8, 2013 09:24:19 UTC",38.9620,-111.4005,1.4,1.70,14,"Utah"
nc,72103306,1,"Friday, November  8, 2013 09:20:36 UTC",38.7875,-122.8030,1.1,3.50,23,"Northern California"
nc,72103301,0,"Friday, November  8, 2013 09:19:23 UTC",38.8192,-122.8065,1.1,3.00,11,"Northern California"
ci,11389010,2,"Friday, November  8, 2013 08:51:59 UTC",32.9078,-116.2703,1.2,7.50,11,"Southern California"
uw,60626576,1,"Friday, November  8, 2013 08:49:52 UTC",46.1175,-122.3333,1.1,9.90,28,"Washington"
ak,10841320,2,"Friday, November  8, 2013 08:37:09 UTC",53.3773,-163.5702,3.1,25.70,14,"Unimak Island region, Alaska"
nn,00428725,1,"Friday, November  8, 2013 08:20:46 UTC",37.2165,-114.4792,1.6,7.50,11,"Nevada"
nc,72103271,1,"Friday, November  8, 2013 07:53:49 UTC",38.8332,-122.8100,1.2,2.70,24,"Northern California"
ci,11388994,2,"Friday, November  8, 2013 07:52:03 UTC",32.5115,-115.6332,1.9,13.00,17,"Baja California, Mexico"
uu,60044032,4,"Friday, November  8, 2013 07:42:44 UTC",44.5347,-111.0098,1.4,9.30,19,"Yellowstone National Park, Wyoming"
pr,13312005,0,"Friday, November  8, 2013 07:31:39 UTC",19.3661,-65.9270,3.1,43.00,10,"Puerto Rico region"
ci,11388978,2,"Friday, November  8, 2013 07:26:45 UTC",33.2535,-115.6572,1.0,0.30,10,"Southern California"
ak,10841303,1,"Friday, November  8, 2013 07:11:01 UTC",62.3066,-153.4273,1.5,0.80, 9,"Central Alaska"
nn,00428719,1,"Friday, November  8, 2013 06:57:10 UTC",38.0082,-118.1378,1.3,0.30, 9,"Nevada"
ak,10841299,1,"Friday, November  8, 2013 06:46:59 UTC",61.7891,-151.3791,1.9,70.60, 8,"Southern Alaska"
ak,10841291,2,"Friday, November  8, 2013 06:07:42 UTC",60.0623,-153.3863,2.3,139.90,33,"Southern Alaska"
ci,11388938,5,"Friday, November  8, 2013 05:59:45 UTC",35.8650,-118.2407,1.3,14.20,27,"Central California"
uu,60044022,4,"Friday, November  8, 2013 05:13:52 UTC",44.7122,-111.0150,1.4,10.00,19,"Yellowstone National Park, Wyoming"
ci,11388922,4,"Friday, November  8, 2013 05:01:47 UTC",34.2403,-118.6405,1.3,4.10,20,"Greater Los Angeles area, California"
pr,13312002,0,"Friday, November  8, 2013 05:01:29 UTC",17.7840,-67.0254,1.5,30.00, 5,"Puerto Rico region"
nc,72103206,1,"Friday, November  8, 2013 04:51:47 UTC",38.8098,-122.7922,2.3,3.40,45,"Northern California"
pr,13312001,0,"Friday, November  8, 2013 04:21:21 UTC",18.6833,-66.5524,2.7,12.00,12,"Puerto Rico region"
nc,72103196,1,"Friday, November  8, 2013 04:16:04 UTC",36.0132,-120.5802,2.0,3.70,31,"Central California"
hv,60588466,1,"Friday, November  8, 2013 03:55:42 UTC",19.3017,-155.0285,2.3,37.40,54,"Island of Hawaii, Hawaii"
nc,72103186,0,"Friday, November  8, 2013 03:51:03 UTC",40.4130,-123.8018,1.9,26.20,12,"Northern California"
uu,60044012,4,"Friday, November  8, 2013 03:34:21 UTC",44.5395,-111.0008,1.0,10.40,14,"Yellowstone National Park, Wyoming"
uu,60002215,2,"Friday, November  8, 2013 03:29:58 UTC",44.5447,-111.0200,1.4,4.90,10,"Yellowstone National Park, Wyoming"
ak,10841270,1,"Friday, November  8, 2013 03:29:05 UTC",62.8863,-150.7804,1.6,75.10,13,"Central Alaska"
nc,72103151,1,"Friday, November  8, 2013 02:22:10 UTC",36.5352,-121.1273,2.1,6.00,26,"Central California"
ak,10841259,1,"Friday, November  8, 2013 01:50:40 UTC",62.9048,-149.5680,1.6,70.20,23,"Central Alaska"
ak,10841255,1,"Friday, November  8, 2013 01:26:27 UTC",61.9979,-149.3887,1.3,42.70, 9,"Southern Alaska"
nm,110713d,B,"Friday, November  8, 2013 01:14:00 UTC",36.5298,-89.6293,2.7,6.40,21,"southeastern Missouri"
pr,13312000,0,"Friday, November  8, 2013 01:02:47 UTC",18.2205,-66.7275,1.8,5.00, 3,"Puerto Rico"
ci,11388882,4,"Friday, November  8, 2013 00:35:48 UTC",33.1583,-115.6498,1.3,0.10,29,"Southern California"
ak,10841233,1,"Friday, November  8, 2013 00:31:05 UTC",62.0298,-150.5203,2.7,55.00,57,"Central Alaska"
ak,10841203,1,"Thursday, November  7, 2013 23:57:37 UTC",64.7663,-148.7179,1.6,10.00,14,"Central Alaska"
nn,00428709,1,"Thursday, November  7, 2013 23:50:50 UTC",37.4183,-117.1528,1.2,7.00,16,"Nevada"
ak,10841197,1,"Thursday, November  7, 2013 23:48:14 UTC",60.2239,-153.6097,2.3,0.20, 8,"Southern Alaska"
uw,60626451,2,"Thursday, November  7, 2013 23:39:08 UTC",48.4812,-123.3770,1.1,20.40,18,"Vancouver Island, Canada region"
nc,72103101,0,"Thursday, November  7, 2013 23:31:36 UTC",36.8842,-121.6122,1.9,2.10,15,"Central California"
nc,72103096,0,"Thursday, November  7, 2013 23:20:24 UTC",38.8118,-122.4700,1.8,9.90, 6,"Northern California"
uw,60626436,1,"Thursday, November  7, 2013 23:13:58 UTC",46.4547,-118.0812,2.1,0.00,25,"Washington"
ci,11388866,2,"Thursday, November  7, 2013 23:04:46 UTC",32.1522,-115.1882,2.7,19.80,10,"Baja California, Mexico"
nc,72103081,1,"Thursday, November  7, 2013 22:41:39 UTC",38.8297,-122.8723,2.0,2.30,44,"Northern California"
nn,00428692,1,"Thursday, November  7, 2013 22:38:45 UTC",39.4250,-119.5580,1.8,10.50,24,"Nevada"
ak,10841146,1,"Thursday, November  7, 2013 22:26:24 UTC",62.7114,-148.5594,1.5,47.70,16,"Central Alaska"
ak,10841141,1,"Thursday, November  7, 2013 22:13:02 UTC",64.8071,-146.8933,1.7,5.00,12,"Central Alaska"
nc,72103046,1,"Thursday, November  7, 2013 22:10:38 UTC",38.7965,-122.4757,2.4,7.00,25,"Northern California"
ci,11388842,5,"Thursday, November  7, 2013 22:03:51 UTC",33.8875,-116.8133,1.8,18.40,46,"Southern California"
nc,72103026,0,"Thursday, November  7, 2013 21:01:05 UTC",36.0070,-120.5813,1.3,0.00,18,"Central California"
ak,10841106,1,"Thursday, November  7, 2013 21:01:04 UTC",62.2921,-149.1670,1.2,30.50, 6,"Central Alaska"
nc,72103016,1,"Thursday, November  7, 2013 20:34:40 UTC",35.9315,-120.4833,1.8,10.60,38,"Central California"
nc,72103006,0,"Thursday, November  7, 2013 20:26:49 UTC",37.7662,-122.6277,1.7,0.70,13,"offshore Northern California"
ak,10841091,1,"Thursday, November  7, 2013 20:26:10 UTC",62.9771,-148.7843,1.2,60.20, 5,"Central Alaska"
nc,72102991,0,"Thursday, November  7, 2013 19:45:07 UTC",38.8130,-122.8112,1.4,1.70,19,"Northern California"
hv,60588241,2,"Thursday, November  7, 2013 19:39:48 UTC",19.4242,-155.6325,2.0,2.80,29,"Island of Hawaii, Hawaii"
ak,10841066,1,"Thursday, November  7, 2013 19:34:44 UTC",64.9979,-147.3226,1.2,4.80, 7,"Central Alaska"
ak,10841058,1,"Thursday, November  7, 2013 19:27:37 UTC",61.9813,-150.6802,1.6,40.40, 9,"Southern Alaska"
ak,10841053,1,"Thursday, November  7, 2013 19:24:23 UTC",63.4461,-147.6541,2.0,0.00,28,"Central Alaska"
nc,72102971,1,"Thursday, November  7, 2013 19:21:22 UTC",36.2465,-120.8195,2.8,7.60,76,"Central California"
uu,60043947,4,"Thursday, November  7, 2013 19:04:55 UTC",39.0043,-111.4805,2.6,1.80,25,"Utah"
ak,10840943,2,"Thursday, November  7, 2013 18:45:27 UTC",60.4587,-147.7443,1.2,9.60, 6,"Southern Alaska"
nc,72102941,0,"Thursday, November  7, 2013 18:43:10 UTC",37.4103,-118.6037,1.5,11.50, 9,"Central California"
nc,72102936,1,"Thursday, November  7, 2013 18:41:37 UTC",36.8135,-121.5430,1.9,5.10,34,"Central California"
nn,00428668,1,"Thursday, November  7, 2013 18:40:14 UTC",37.5535,-117.5163,1.3,8.80, 7,"Nevada"
uw,60626296,1,"Thursday, November  7, 2013 18:26:15 UTC",43.6600,-121.4343,2.2,0.00,13,"Oregon"
pr,13311008,0,"Thursday, November  7, 2013 18:24:32 UTC",18.1791,-68.0501,2.8,99.00, 7,"Mona Passage, Dominican Republic"
ak,10840886,1,"Thursday, November  7, 2013 18:21:08 UTC",63.5242,-147.8587,1.3,27.00, 9,"Central Alaska"
ak,10840881,1,"Thursday, November  7, 2013 18:16:53 UTC",63.1599,-150.3958,1.8,99.50,20,"Central Alaska"
ak,10840875,1,"Thursday, November  7, 2013 18:03:49 UTC",63.1065,-150.7491,1.7,100.00,17,"Central Alaska"
ci,11388794,5,"Thursday, November  7, 2013 17:43:14 UTC",33.7713,-116.9505,1.0,17.80,35,"Southern California"
ak,10840859,1,"Thursday, November  7, 2013 17:26:09 UTC",62.2071,-145.5269,1.5,7.00, 4,"Central Alaska"
ak,10840856,1,"Thursday, November  7, 2013 17:22:56 UTC",60.3639,-150.9520,1.5,35.50, 9,"Kenai Peninsula, Alaska"
ak,10840854,1,"Thursday, November  7, 2013 17:15:18 UTC",61.6008,-141.2190,1.6,0.00,14,"Southern Alaska"
nc,72102866,1,"Thursday, November  7, 2013 17:11:09 UTC",36.7943,-121.5268,1.5,6.10,22,"Central California"
ci,11388786,5,"Thursday, November  7, 2013 17:05:50 UTC",34.3372,-116.4652,2.2,9.50,68,"Southern California"
nc,72102856,0,"Thursday, November  7, 2013 16:59:01 UTC",40.1108,-120.8977,2.1,1.50,13,"Northern California"
ak,10840840,1,"Thursday, November  7, 2013 16:18:49 UTC",60.5486,-146.9030,1.6,19.20, 8,"Southern Alaska"
nc,72102841,0,"Thursday, November  7, 2013 16:11:51 UTC",37.5705,-122.4447,1.1,10.30, 9,"San Francisco Bay area, California"
ak,10840834,1,"Thursday, November  7, 2013 16:07:06 UTC",62.1027,-145.1352,1.8,20.00,11,"Central Alaska"
nn,00428624,1,"Thursday, November  7, 2013 15:54:55 UTC",39.4013,-119.5643,1.1,7.30,17,"Nevada"
nc,72102806,1,"Thursday, November  7, 2013 15:08:38 UTC",38.8215,-122.8042,2.0,3.10,39,"Northern California"
ci,11388738,4,"Thursday, November  7, 2013 15:07:25 UTC",32.9835,-116.4470,1.0,12.00,19,"Southern California"
ak,10840826,1,"Thursday, November  7, 2013 15:04:42 UTC",62.2611,-145.7979,1.3,18.10, 4,"Central Alaska"
ci,11388730,4,"Thursday, November  7, 2013 14:54:45 UTC",33.2245,-115.6792,1.0,2.30,13,"Southern California"
ak,10840818,2,"Thursday, November  7, 2013 14:26:23 UTC",53.2623,-169.5589,3.9,60.40,17,"Fox Islands, Aleutian Islands, Alaska"
pr,13311007,0,"Thursday, November  7, 2013 14:07:10 UTC",19.1643,-64.9725,3.0,13.00,11,"Virgin Islands region"
nc,72102781,0,"Thursday, November  7, 2013 13:57:18 UTC",39.3767,-122.9062,1.7,7.70,12,"Northern California"
hv,60588121,2,"Thursday, November  7, 2013 13:38:31 UTC",19.4278,-155.3082,1.8,5.10,64,"Island of Hawaii, Hawaii"
ak,10840808,1,"Thursday, November  7, 2013 13:09:33 UTC",64.6585,-149.6092,2.0,20.90,15,"Central Alaska"
ak,10840805,1,"Thursday, November  7, 2013 12:51:19 UTC",61.6889,-151.2238,1.3,70.90, 7,"Southern Alaska"
ci,11388722,5,"Thursday, November  7, 2013 12:34:20 UTC",33.3847,-116.9585,1.3,15.00,42,"Southern California"
ak,10840799,1,"Thursday, November  7, 2013 12:30:46 UTC",63.3841,-147.9886,1.0,39.30, 7,"Central Alaska"
ak,10840790,1,"Thursday, November  7, 2013 12:09:24 UTC",60.3103,-141.9353,1.2,0.00,12,"Southern Alaska"
nc,72102761,0,"Thursday, November  7, 2013 12:06:37 UTC",38.7533,-122.7108,1.0,3.80, 9,"Northern California"
ak,10840780,1,"Thursday, November  7, 2013 11:45:27 UTC",63.2161,-151.1419,1.7,8.40, 9,"Central Alaska"
ci,11388698,2,"Thursday, November  7, 2013 11:44:42 UTC",32.9488,-115.8590,1.3,6.40, 8,"Southern California"
ci,11388674,4,"Thursday, November  7, 2013 11:43:56 UTC",33.5625,-117.2268,1.2,14.40,23,"Southern California"
ci,11388658,4,"Thursday, November  7, 2013 11:38:41 UTC",35.2853,-118.6203,1.1,6.90,16,"Central California"
ci,11388650,4,"Thursday, November  7, 2013 11:33:58 UTC",34.5038,-118.7975,2.1,0.70,25,"Southern California"
ci,11388642,4,"Thursday, November  7, 2013 11:33:27 UTC",34.0703,-117.5685,1.2,12.90,11,"Greater Los Angeles area, California"
ci,11388634,5,"Thursday, November  7, 2013 11:32:28 UTC",34.0725,-117.5692,2.2,13.20,93,"Greater Los Angeles area, California"
nc,72102741,0,"Thursday, November  7, 2013 11:28:12 UTC",36.5658,-121.1632,1.6,7.70,12,"Central California"
nc,72102736,0,"Thursday, November  7, 2013 11:27:44 UTC",36.5685,-121.1610,1.4,10.20,10,"Central California"
ci,11388626,4,"Thursday, November  7, 2013 11:16:59 UTC",33.1480,-115.9675,1.2,5.10,34,"Southern California"
ak,10840770,1,"Thursday, November  7, 2013 10:50:24 UTC",61.5109,-149.9242,1.4,34.80, 7,"Southern Alaska"
nc,72102711,0,"Thursday, November  7, 2013 10:49:18 UTC",39.3130,-123.4595,2.0,2.80,10,"Northern California"
pr,13311006,0,"Thursday, November  7, 2013 10:18:41 UTC",18.7527,-64.3695,2.2,45.00, 5,"Virgin Islands region"
pr,13311005,0,"Thursday, November  7, 2013 10:17:43 UTC",18.6035,-67.6098,2.6,5.00,11,"Puerto Rico region"
nc,72102691,0,"Thursday, November  7, 2013 10:06:50 UTC",36.2012,-120.7527,1.5,9.60, 9,"Central California"
nn,00428615,1,"Thursday, November  7, 2013 10:01:54 UTC",39.6717,-119.6906,1.1,10.80,12,"Nevada"
ak,10840757,1,"Thursday, November  7, 2013 09:59:04 UTC",62.0373,-150.5072,2.3,48.70,45,"Central Alaska"
nc,72102686,4,"Thursday, November  7, 2013 09:55:09 UTC",40.3747,-125.2532,2.8,7.20,27,"offshore Northern California"
ak,10840755,1,"Thursday, November  7, 2013 09:48:37 UTC",61.8340,-148.5325,1.3,16.60, 9,"Southern Alaska"
ci,11388618,4,"Thursday, November  7, 2013 09:43:47 UTC",35.0613,-118.3512,1.4,4.40,17,"Southern California"
nc,72102666,1,"Thursday, November  7, 2013 09:37:03 UTC",38.8265,-122.8105,1.6,1.90,24,"Northern California"
nc,72102661,1,"Thursday, November  7, 2013 09:32:52 UTC",38.8415,-122.8405,1.7,2.70,33,"Northern California"
se,110713a,A,"Thursday, November  7, 2013 09:20:07 UTC",35.5268,-84.5300,1.8,17.30,11,"eastern Tennessee"
ak,10840744,1,"Thursday, November  7, 2013 09:20:02 UTC",62.4565,-152.1025,2.0,100.00,21,"Central Alaska"
ci,11388610,5,"Thursday, November  7, 2013 09:19:09 UTC",32.2795,-115.3057,3.5,15.00,18,"Baja California, Mexico"
ak,10840742,2,"Thursday, November  7, 2013 09:11:56 UTC",60.5045,-152.3617,1.6,107.70,13,"Southern Alaska"
ak,10840734,1,"Thursday, November  7, 2013 08:56:54 UTC",62.0416,-150.4932,1.8,52.30,25,"Central Alaska"
ak,10840729,1,"Thursday, November  7, 2013 08:18:14 UTC",63.2647,-151.0730,1.8,7.20,15,"Central Alaska"
ak,10840723,1,"Thursday, November  7, 2013 07:49:27 UTC",61.5990,-147.8987,2.0,23.20,31,"Southern Alaska"
ci,11388578,5,"Thursday, November  7, 2013 07:47:08 UTC",33.4567,-116.8783,1.2,12.70,40,"Southern California"
ak,10840719,2,"Thursday, November  7, 2013 07:42:54 UTC",51.5459,-174.7056,3.2,41.00, 8,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13311003,0,"Thursday, November  7, 2013 07:41:11 UTC",19.1312,-64.9698,2.8,17.00,12,"Virgin Islands region"
ci,11388562,6,"Thursday, November  7, 2013 07:22:05 UTC",32.6620,-115.7152,1.8,9.90,22,"Southern California"
ak,10840712,1,"Thursday, November  7, 2013 07:16:14 UTC",62.2705,-145.8683,1.8,6.30, 9,"Central Alaska"
ak,10840702,2,"Thursday, November  7, 2013 06:54:59 UTC",62.0620,-150.4884,1.6,45.40,15,"Central Alaska"
pr,13311004,0,"Thursday, November  7, 2013 06:52:04 UTC",18.4792,-64.9876,3.3,96.00, 6,"Virgin Islands region"
ak,10840692,1,"Thursday, November  7, 2013 06:45:32 UTC",62.0292,-150.4158,1.8,35.20,17,"Central Alaska"
nn,00428608,1,"Thursday, November  7, 2013 06:20:26 UTC",37.0931,-114.7250,1.1,12.00, 8,"Nevada"
pr,13311002,0,"Thursday, November  7, 2013 06:14:22 UTC",19.1620,-64.9113,3.2,37.00, 8,"Virgin Islands region"
ci,11388538,4,"Thursday, November  7, 2013 06:06:42 UTC",33.2162,-115.6490,1.4,2.60,29,"Southern California"
ak,10840682,1,"Thursday, November  7, 2013 06:04:50 UTC",64.4716,-148.8838,1.2,54.50, 8,"Central Alaska"
ak,10840673,1,"Thursday, November  7, 2013 06:02:11 UTC",59.9153,-154.2193,2.9,100.00,33,"Southern Alaska"
ak,10840672,1,"Thursday, November  7, 2013 06:00:40 UTC",64.6314,-144.5882,2.3,57.00, 7,"Central Alaska"
pr,13311001,0,"Thursday, November  7, 2013 05:59:50 UTC",17.8516,-65.2129,2.8,11.00, 3,"Puerto Rico region"
ak,10840658,2,"Thursday, November  7, 2013 05:43:03 UTC",59.8506,-151.7410,2.7,52.80,46,"Kenai Peninsula, Alaska"
ak,10840655,1,"Thursday, November  7, 2013 05:41:14 UTC",62.3295,-151.6427,1.9,75.70, 8,"Central Alaska"
nc,72102606,0,"Thursday, November  7, 2013 05:29:19 UTC",38.8333,-122.7925,1.2,2.40,15,"Northern California"
ak,10840647,1,"Thursday, November  7, 2013 05:27:23 UTC",63.0847,-151.9719,1.9,1.10, 9,"Central Alaska"
ak,10840642,1,"Thursday, November  7, 2013 05:24:51 UTC",62.0326,-150.4655,2.0,39.60,36,"Central Alaska"
mb,13886974,2,"Thursday, November  7, 2013 05:23:10 UTC",44.7023,-112.5780,1.4,12.10,17,"western Montana"
ak,10840628,2,"Thursday, November  7, 2013 05:13:09 UTC",62.0401,-150.5026,4.3,43.60,65,"Central Alaska"
nc,72102586,1,"Thursday, November  7, 2013 05:03:46 UTC",38.8387,-122.8368,1.4,2.10,27,"Northern California"
ci,11388522,6,"Thursday, November  7, 2013 05:02:37 UTC",35.5735,-118.4312,1.1,2.40,19,"Central California"
ci,11388506,8,"Thursday, November  7, 2013 04:57:10 UTC",35.1173,-118.5230,2.2,2.10,44,"Central California"
nc,72102571,1,"Thursday, November  7, 2013 04:52:52 UTC",38.8168,-122.8192,1.2,2.90,30,"Northern California"
ci,11388498,4,"Thursday, November  7, 2013 04:37:14 UTC",33.0268,-116.5180,1.1,13.50,35,"Southern California"
nc,72102556,0,"Thursday, November  7, 2013 04:11:43 UTC",36.2603,-120.8083,1.5,9.70, 7,"Central California"
nc,72102546,0,"Thursday, November  7, 2013 04:02:49 UTC",40.1072,-120.8965,1.7,9.40, 7,"Northern California"
nc,72102551,4,"Thursday, November  7, 2013 04:00:17 UTC",37.3627,-119.9998,1.5,22.70, 8,"Central California"
ci,11388490,4,"Thursday, November  7, 2013 03:56:54 UTC",33.3190,-116.1758,1.0,9.60,23,"Southern California"
ci,11388474,4,"Thursday, November  7, 2013 03:40:55 UTC",35.6548,-118.4722,1.2,10.70,24,"Central California"
nc,72102531,1,"Thursday, November  7, 2013 03:31:14 UTC",36.5645,-121.1643,2.0,7.90,24,"Central California"
ci,11388466,4,"Thursday, November  7, 2013 03:29:11 UTC",35.0657,-118.3522,1.2,0.00,15,"Southern California"
nc,72102526,0,"Thursday, November  7, 2013 03:22:04 UTC",38.8198,-122.8298,1.5,1.60,21,"Northern California"
ak,10840600,1,"Thursday, November  7, 2013 03:17:50 UTC",60.2383,-141.7161,1.1,0.20, 6,"Southern Alaska"
uw,60625816,2,"Thursday, November  7, 2013 02:57:03 UTC",47.8945,-122.5883,1.0,16.10,20,"Puget Sound region, Washington"
