Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ak,10840585,2,"Thursday, November  7, 2013 02:53:09 UTC",61.5276,-148.2588,2.1,26.70,31,"Southern Alaska"
ak,10840576,1,"Thursday, November  7, 2013 02:08:20 UTC",61.5158,-151.4280,1.7,76.50,24,"Southern Alaska"
ak,10840573,1,"Thursday, November  7, 2013 01:49:22 UTC",61.2346,-150.9347,1.6,16.70, 7,"Southern Alaska"
ci,11388458,5,"Thursday, November  7, 2013 01:43:02 UTC",36.2085,-117.8543,1.4,10.90,26,"Central California"
uw,60625786,2,"Thursday, November  7, 2013 01:39:03 UTC",47.6902,-121.9652,1.1,23.80,11,"Puget Sound region, Washington"
ak,10840566,1,"Thursday, November  7, 2013 01:19:13 UTC",63.3208,-145.4274,1.7,0.00, 9,"Central Alaska"
uw,60625776,2,"Thursday, November  7, 2013 00:56:09 UTC",47.7032,-121.9562,1.6,25.20,36,"Puget Sound region, Washington"
ak,10840556,1,"Thursday, November  7, 2013 00:55:52 UTC",63.9141,-148.8721,1.9,0.00,23,"Central Alaska"
pr,13311000,0,"Thursday, November  7, 2013 00:33:58 UTC",19.0785,-64.7369,2.8,60.00, 6,"Virgin Islands region"
nn,00428590,1,"Thursday, November  7, 2013 00:31:54 UTC",38.3436,-118.7387,1.2,0.00, 4,"Nevada"
mb,13229285,2,"Thursday, November  7, 2013 00:30:53 UTC",47.8256,-113.7850,1.3,14.90,15,"western Montana"
ci,11388450,5,"Thursday, November  7, 2013 00:30:22 UTC",35.0315,-117.6812,1.5,0.00,21,"Southern California"
nc,72102451,1,"Thursday, November  7, 2013 00:23:13 UTC",38.8128,-122.8203,1.8,3.20,39,"Northern California"
nc,72102436,1,"Thursday, November  7, 2013 00:14:34 UTC",37.3022,-121.6787,2.2,6.10,52,"Northern California"
nc,72102411,0,"Wednesday, November  6, 2013 23:58:47 UTC",38.8135,-122.8137,1.1,3.30,21,"Northern California"
ak,10841603,2,"Wednesday, November  6, 2013 23:24:30 UTC",51.5602,-174.9148,2.5,17.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
nm,110713b,A,"Wednesday, November  6, 2013 23:19:47 UTC",36.1183,-89.4552,1.5,14.20,17,"Tennessee"
ak,10841602,2,"Wednesday, November  6, 2013 22:56:09 UTC",60.0810,-152.8744,1.9,103.20,25,"Southern Alaska"
ak,10840266,2,"Wednesday, November  6, 2013 22:52:44 UTC",59.7306,-151.4367,1.3,53.20,12,"Kenai Peninsula, Alaska"
nc,72102396,0,"Wednesday, November  6, 2013 22:40:18 UTC",36.5417,-121.1312,1.2,7.00, 9,"Central California"
ak,10840252,2,"Wednesday, November  6, 2013 22:18:34 UTC",63.4767,-146.6513,1.1,10.50,17,"Central Alaska"
ak,10840242,2,"Wednesday, November  6, 2013 22:08:37 UTC",63.9391,-148.5718,1.0,1.90,24,"Central Alaska"
uw,60625701,2,"Wednesday, November  6, 2013 22:08:33 UTC",49.3872,-120.5508,2.4,0.00,14,"British Columbia, Canada"
ak,10840228,2,"Wednesday, November  6, 2013 21:48:10 UTC",59.6020,-138.7872,2.1,2.40,27,"Southeastern Alaska"
uu,60043877,4,"Wednesday, November  6, 2013 21:48:06 UTC",44.8553,-110.6870,1.9,8.40,24,"Yellowstone National Park, Wyoming"
uu,60043867,2,"Wednesday, November  6, 2013 21:30:28 UTC",44.6002,-110.4155,1.7,2.40, 6,"Yellowstone National Park, Wyoming"
ak,10840216,2,"Wednesday, November  6, 2013 21:03:51 UTC",59.0939,-139.6617,2.0,12.60,23,"Southeastern Alaska"
mb,13966210,2,"Wednesday, November  6, 2013 21:00:47 UTC",48.1275,-115.4340,1.0,0.60,10,"western Montana"
nc,72102346,0,"Wednesday, November  6, 2013 20:57:36 UTC",37.3217,-122.1120,2.2,0.00, 8,"San Francisco Bay area, California"
uu,60043857,2,"Wednesday, November  6, 2013 20:14:37 UTC",38.9575,-111.4122,1.2,3.20, 8,"Utah"
mb,13571596,2,"Wednesday, November  6, 2013 20:11:55 UTC",45.3780,-112.5991,1.0,8.20, 9,"western Montana"
nn,00428558,1,"Wednesday, November  6, 2013 20:09:46 UTC",38.3524,-118.6994,2.3,10.20,22,"Nevada"
uw,60624422,2,"Wednesday, November  6, 2013 19:36:43 UTC",43.5708,-123.2742,1.4,0.00, 9,"Oregon"
ak,10840037,2,"Wednesday, November  6, 2013 19:22:00 UTC",63.2874,-149.5892,1.2,94.80,16,"Central Alaska"
uw,60624402,2,"Wednesday, November  6, 2013 19:11:48 UTC",46.3982,-118.0200,1.9,0.00,20,"Washington"
ak,10840023,2,"Wednesday, November  6, 2013 19:08:10 UTC",63.4962,-146.6953,1.6,9.90,26,"Central Alaska"
ak,10840010,3,"Wednesday, November  6, 2013 19:01:19 UTC",61.4621,-152.0880,3.1,111.80,102,"Southern Alaska"
ak,10840007,2,"Wednesday, November  6, 2013 18:44:06 UTC",54.6253,-161.1183,3.2,25.60,14,"Alaska Peninsula"
ak,10839997,2,"Wednesday, November  6, 2013 18:39:24 UTC",62.7060,-150.7630,2.3,87.40,65,"Central Alaska"
ak,10841591,2,"Wednesday, November  6, 2013 18:29:16 UTC",63.5080,-146.6793,1.0,4.20,18,"Central Alaska"
nc,72102301,1,"Wednesday, November  6, 2013 18:25:44 UTC",38.8380,-122.8385,1.5,2.40,28,"Northern California"
pr,13310007,0,"Wednesday, November  6, 2013 17:59:57 UTC",18.9960,-67.1993,2.9,6.00, 8,"Puerto Rico region"
ak,10839983,2,"Wednesday, November  6, 2013 17:57:29 UTC",56.9614,-155.7112,3.0,71.80,45,"Alaska Peninsula"
ak,10839973,2,"Wednesday, November  6, 2013 17:44:16 UTC",63.9093,-150.8484,1.4,7.90,25,"Central Alaska"
ak,10841587,2,"Wednesday, November  6, 2013 17:43:34 UTC",51.4064,-178.1404,2.5,18.80, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11388386,6,"Wednesday, November  6, 2013 17:42:22 UTC",33.8588,-118.2748,2.8,14.40,84,"Greater Los Angeles area, California"
ak,10839968,2,"Wednesday, November  6, 2013 17:21:59 UTC",60.1782,-152.5786,1.7,99.40,25,"Southern Alaska"
ci,11388378,2,"Wednesday, November  6, 2013 17:21:02 UTC",36.0297,-117.4322,1.0,8.30,12,"Central California"
ak,10839962,3,"Wednesday, November  6, 2013 17:05:07 UTC",63.0932,-150.9355,1.5,126.80,20,"Central Alaska"
ak,10839959,2,"Wednesday, November  6, 2013 16:57:48 UTC",60.0839,-147.0877,1.8,7.20,30,"Southern Alaska"
ci,11388354,5,"Wednesday, November  6, 2013 16:50:36 UTC",34.0443,-116.9078,1.3,19.30,42,"Southern California"
nc,72102251,0,"Wednesday, November  6, 2013 16:27:22 UTC",38.8122,-122.8140,1.1,3.00,18,"Northern California"
nc,72102241,0,"Wednesday, November  6, 2013 16:22:17 UTC",36.5637,-121.1593,1.5,7.90, 8,"Central California"
hv,60587851,2,"Wednesday, November  6, 2013 15:42:08 UTC",19.3873,-155.2815,1.9,2.50,46,"Island of Hawaii, Hawaii"
ak,10839945,2,"Wednesday, November  6, 2013 15:40:14 UTC",62.9252,-150.5381,1.1,12.40,15,"Central Alaska"
nn,00428521,1,"Wednesday, November  6, 2013 15:23:49 UTC",38.6147,-119.1635,1.5,12.50,14,"Nevada"
nc,72102201,1,"Wednesday, November  6, 2013 15:17:39 UTC",40.2942,-124.4545,2.1,19.30,11,"offshore Northern California"
nc,72102186,0,"Wednesday, November  6, 2013 15:11:21 UTC",36.5598,-121.1597,1.5,5.00, 6,"Central California"
hv,60587846,1,"Wednesday, November  6, 2013 15:11:21 UTC",19.1367,-155.4288,2.2,40.00,11,"Island of Hawaii, Hawaii"
pr,13310006,0,"Wednesday, November  6, 2013 14:55:21 UTC",18.5375,-67.4489,2.6,18.00, 7,"Puerto Rico region"
ak,10839926,3,"Wednesday, November  6, 2013 14:36:23 UTC",60.0475,-152.9583,2.4,105.60,64,"Southern Alaska"
nc,72102156,1,"Wednesday, November  6, 2013 14:23:42 UTC",38.8035,-122.8105,2.4,0.70,50,"Northern California"
nc,72102151,0,"Wednesday, November  6, 2013 14:18:05 UTC",37.5360,-121.3083,2.4,12.70, 8,"Northern California"
ci,11388322,4,"Wednesday, November  6, 2013 14:14:33 UTC",34.5105,-118.8155,2.4,0.00,46,"Southern California"
ak,10839910,2,"Wednesday, November  6, 2013 14:13:04 UTC",62.4804,-149.8701,2.3,62.50,53,"Central Alaska"
mb,13308521,2,"Wednesday, November  6, 2013 13:56:14 UTC",44.7085,-112.4343,1.2,12.20,15,"western Montana"
hv,60587821,2,"Wednesday, November  6, 2013 13:47:00 UTC",19.3617,-155.0792,2.2,6.00,61,"Island of Hawaii, Hawaii"
ak,10839895,2,"Wednesday, November  6, 2013 13:29:31 UTC",63.0720,-149.2918,1.3,81.30,26,"Central Alaska"
nc,72102131,5,"Wednesday, November  6, 2013 13:26:07 UTC",36.1967,-120.7623,2.9,8.50,104,"Central California"
ak,10841578,2,"Wednesday, November  6, 2013 13:16:58 UTC",62.5492,-148.8744,1.4,59.80,27,"Central Alaska"
nn,00428507,1,"Wednesday, November  6, 2013 13:14:49 UTC",36.1524,-115.3969,1.2,10.20,12,"Nevada"
uu,60043827,4,"Wednesday, November  6, 2013 12:30:25 UTC",39.7208,-111.2312,1.3,1.60,19,"Utah"
nn,00428505,1,"Wednesday, November  6, 2013 12:27:16 UTC",38.2698,-118.4029,1.1,4.00, 4,"Nevada"
ci,11388266,4,"Wednesday, November  6, 2013 12:23:20 UTC",32.9840,-116.3467,1.2,10.50,38,"Southern California"
ak,10839873,2,"Wednesday, November  6, 2013 11:38:43 UTC",61.1603,-152.4079,1.3,4.90,26,"Southern Alaska"
ak,10839871,2,"Wednesday, November  6, 2013 11:35:51 UTC",61.5085,-150.6922,1.4,60.00,20,"Southern Alaska"
ak,10839872,2,"Wednesday, November  6, 2013 11:34:30 UTC",61.3540,-140.0592,1.3,8.90,12,"Southern Yukon Territory, Canada"
pr,13310005,0,"Wednesday, November  6, 2013 11:12:55 UTC",18.3586,-67.2938,2.2,19.00,11,"Mona Passage, Puerto Rico"
ak,10839860,2,"Wednesday, November  6, 2013 11:12:13 UTC",59.8996,-141.3383,1.9,7.00,29,"Southeastern Alaska"
ak,10839862,2,"Wednesday, November  6, 2013 11:12:09 UTC",60.7132,-152.0667,1.5,82.00,23,"Southern Alaska"
ak,10839855,2,"Wednesday, November  6, 2013 11:00:23 UTC",62.3743,-148.9852,1.0,15.00,18,"Central Alaska"
ak,10839854,2,"Wednesday, November  6, 2013 10:51:10 UTC",55.7013,-134.8694,3.3,10.50,20,"Southeastern Alaska"
nc,72102061,0,"Wednesday, November  6, 2013 10:43:58 UTC",38.7882,-122.7630,1.1,2.00,17,"Northern California"
ak,10839844,3,"Wednesday, November  6, 2013 10:18:22 UTC",53.4091,-163.5767,3.5,58.80,20,"Unimak Island region, Alaska"
ci,11388186,4,"Wednesday, November  6, 2013 10:10:33 UTC",33.9407,-118.3253,1.6,17.90,41,"Greater Los Angeles area, California"
ci,37163341,2,"Wednesday, November  6, 2013 10:06:18 UTC",33.9408,-118.3308,1.5,18.50,29,"Greater Los Angeles area, California"
ci,37163333,2,"Wednesday, November  6, 2013 10:06:03 UTC",33.9352,-118.3257,1.4,19.90,18,"Greater Los Angeles area, California"
ci,11388178,5,"Wednesday, November  6, 2013 10:05:49 UTC",33.9388,-118.3210,1.5,17.80,33,"Greater Los Angeles area, California"
ci,11388170,4,"Wednesday, November  6, 2013 10:04:20 UTC",33.9427,-118.3395,1.2,18.40,20,"Greater Los Angeles area, California"
nc,72102051,0,"Wednesday, November  6, 2013 09:57:42 UTC",37.5263,-118.8235,1.1,7.10, 9,"Central California"
ci,11388154,5,"Wednesday, November  6, 2013 09:30:00 UTC",35.1765,-117.1258,2.2,3.80,39,"Southern California"
ak,10839836,2,"Wednesday, November  6, 2013 09:05:03 UTC",60.8954,-150.9625,1.3,20.70,21,"Kenai Peninsula, Alaska"
ak,10839837,2,"Wednesday, November  6, 2013 09:04:57 UTC",59.8563,-139.7152,1.5,0.00, 9,"Southeastern Alaska"
ak,10839832,2,"Wednesday, November  6, 2013 08:41:07 UTC",61.7687,-148.6372,1.1,12.40,16,"Southern Alaska"
ci,11388138,4,"Wednesday, November  6, 2013 08:23:38 UTC",35.0610,-118.3487,1.8,3.50,19,"Southern California"
nc,72101986,1,"Wednesday, November  6, 2013 08:23:31 UTC",38.8195,-122.8108,1.2,3.60,24,"Northern California"
ci,11388130,4,"Wednesday, November  6, 2013 08:23:29 UTC",35.0577,-118.3515,1.1,4.20,15,"Southern California"
ak,10839821,2,"Wednesday, November  6, 2013 08:12:33 UTC",60.2713,-150.1173,2.3,36.00,53,"Kenai Peninsula, Alaska"
nc,72101961,0,"Wednesday, November  6, 2013 07:56:44 UTC",38.7638,-122.7417,1.2,2.40,21,"Northern California"
ak,10839814,3,"Wednesday, November  6, 2013 07:53:09 UTC",51.5813,-175.0496,3.2,21.40,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10839807,3,"Wednesday, November  6, 2013 07:49:54 UTC",62.9016,-148.8528,2.8,13.60,60,"Central Alaska"
ak,10839798,2,"Wednesday, November  6, 2013 07:30:07 UTC",60.5044,-151.7191,1.6,71.30,26,"Kenai Peninsula, Alaska"
nn,00428497,1,"Wednesday, November  6, 2013 07:29:58 UTC",37.3482,-117.1327,1.3,8.40,14,"Nevada"
ak,10839792,2,"Wednesday, November  6, 2013 07:22:33 UTC",62.2284,-145.7201,2.1,18.40,21,"Central Alaska"
nc,72101941,1,"Wednesday, November  6, 2013 07:22:25 UTC",37.8928,-122.2225,1.8,6.80,37,"San Francisco Bay area, California"
ak,10841557,2,"Wednesday, November  6, 2013 07:01:40 UTC",62.6646,-149.5056,1.0,20.00,14,"Central Alaska"
ak,10839788,2,"Wednesday, November  6, 2013 07:01:38 UTC",62.3087,-145.7544,1.5,2.70,11,"Central Alaska"
ak,10839784,2,"Wednesday, November  6, 2013 06:34:34 UTC",62.2236,-145.6611,1.8,18.60,21,"Central Alaska"
nn,00428495,1,"Wednesday, November  6, 2013 06:26:50 UTC",39.6716,-119.6919,1.1,10.70,10,"Nevada"
ak,10841554,2,"Wednesday, November  6, 2013 06:20:46 UTC",62.2567,-151.4304,1.5,95.90,15,"Central Alaska"
ak,10839775,2,"Wednesday, November  6, 2013 06:11:58 UTC",61.8883,-151.9069,2.4,107.10,56,"Southern Alaska"
ak,10839769,3,"Wednesday, November  6, 2013 06:04:26 UTC",60.0626,-140.6531,2.5,0.00,43,"Southern Yukon Territory, Canada"
ak,10841551,2,"Wednesday, November  6, 2013 05:58:55 UTC",57.8248,-156.2291,2.3,129.60,15,"Alaska Peninsula"
hv,60587606,2,"Wednesday, November  6, 2013 05:00:25 UTC",19.3305,-155.1030,2.5,6.20,69,"Island of Hawaii, Hawaii"
ak,10839760,2,"Wednesday, November  6, 2013 04:53:50 UTC",63.8049,-148.4497,1.9,102.20,33,"Central Alaska"
pr,13310003,0,"Wednesday, November  6, 2013 04:41:00 UTC",18.8075,-65.5870,2.7,41.00, 6,"Puerto Rico region"
nc,72101891,0,"Wednesday, November  6, 2013 04:17:34 UTC",38.8055,-122.8265,1.0,2.80,17,"Northern California"
ak,10839747,2,"Wednesday, November  6, 2013 04:13:21 UTC",60.3049,-141.2113,2.1,8.10,32,"Southern Alaska"
nc,71075664,2,"Wednesday, November  6, 2013 04:09:57 UTC",40.5487,-121.6630,1.0,8.40,14,"Northern California"
nc,72101881,0,"Wednesday, November  6, 2013 04:09:33 UTC",38.8162,-122.8208,1.2,3.00,21,"Northern California"
nc,72101876,1,"Wednesday, November  6, 2013 03:54:56 UTC",37.3855,-118.4537,2.0,13.00,19,"Central California"
pr,13310004,0,"Wednesday, November  6, 2013 03:51:07 UTC",18.8630,-64.8287,2.7,69.00, 4,"Virgin Islands region"
ak,10839740,2,"Wednesday, November  6, 2013 03:44:52 UTC",64.8655,-149.4157,1.2,15.30,14,"Central Alaska"
ak,10841547,2,"Wednesday, November  6, 2013 03:42:11 UTC",68.6975,-146.1567,2.2,3.10,11,"northern Alaska"
ak,10839737,2,"Wednesday, November  6, 2013 03:32:12 UTC",63.5610,-147.5902,1.5,10.40,22,"Central Alaska"
uu,60043817,2,"Wednesday, November  6, 2013 03:24:28 UTC",38.9633,-111.3967,1.1,2.20,10,"Utah"
ci,11388082,4,"Wednesday, November  6, 2013 03:15:39 UTC",33.7880,-116.1773,1.3,2.20,38,"Southern California"
ci,11388066,4,"Wednesday, November  6, 2013 02:51:22 UTC",33.1332,-115.6407,1.3,1.60,24,"Southern California"
ci,11388058,4,"Wednesday, November  6, 2013 02:48:34 UTC",33.1290,-115.6507,1.2,0.00,23,"Southern California"
ak,10839728,2,"Wednesday, November  6, 2013 02:31:30 UTC",64.9601,-150.7288,1.5,6.80,17,"Central Alaska"
ak,10839719,2,"Wednesday, November  6, 2013 02:25:17 UTC",64.1912,-147.2816,1.9,10.30,27,"Central Alaska"
nc,72101856,1,"Wednesday, November  6, 2013 02:22:51 UTC",38.8228,-122.8065,2.1,3.10,44,"Northern California"
nc,72101851,1,"Wednesday, November  6, 2013 02:06:47 UTC",38.8177,-122.8190,2.6,2.70,58,"Northern California"
ak,10839705,3,"Wednesday, November  6, 2013 02:05:02 UTC",61.4306,-146.1740,2.4,6.70,57,"Southern Alaska"
pr,13310001,0,"Wednesday, November  6, 2013 02:01:49 UTC",18.0659,-67.0692,2.3,23.00,13,"Puerto Rico"
uu,60043812,4,"Wednesday, November  6, 2013 01:50:33 UTC",44.7562,-110.8325,1.2,6.20,14,"Yellowstone National Park, Wyoming"
ci,11388042,4,"Wednesday, November  6, 2013 01:07:32 UTC",34.2460,-117.4783,1.1,14.40,19,"Southern California"
nc,72101841,2,"Wednesday, November  6, 2013 00:49:52 UTC",41.2123,-122.1115,1.8,6.30,25,"Northern California"
pr,13310000,0,"Wednesday, November  6, 2013 00:40:31 UTC",18.2905,-67.6276,3.2,114.00,17,"Mona Passage, Puerto Rico"
ak,10841542,2,"Wednesday, November  6, 2013 00:28:28 UTC",67.4647,-142.1651,2.2,9.90,10,"northern Alaska"
ci,11388026,2,"Wednesday, November  6, 2013 00:22:32 UTC",35.0487,-117.6733,1.1,0.00,11,"Southern California"
ci,11388018,4,"Wednesday, November  6, 2013 00:15:45 UTC",36.0963,-117.8758,1.7,1.90,28,"Central California"
nc,72101836,1,"Wednesday, November  6, 2013 00:14:41 UTC",37.3870,-121.7430,2.1,6.50,38,"San Francisco Bay area, California"
ak,10839662,2,"Tuesday, November  5, 2013 23:57:48 UTC",61.6401,-150.2222,1.8,46.50,33,"Southern Alaska"
nc,72101821,0,"Tuesday, November  5, 2013 23:55:33 UTC",38.7583,-122.7125,1.4,1.20,13,"Northern California"
nc,72101816,1,"Tuesday, November  5, 2013 23:54:58 UTC",38.7573,-122.7187,1.9,1.90,29,"Northern California"
ak,10839651,2,"Tuesday, November  5, 2013 23:51:12 UTC",63.3435,-145.4463,2.4,6.30,38,"Central Alaska"
ci,11388010,4,"Tuesday, November  5, 2013 23:39:30 UTC",32.5943,-116.9872,1.1,0.00,15,"San Diego County urban area, California"
nc,72101811,0,"Tuesday, November  5, 2013 23:38:58 UTC",38.8423,-122.8400,1.0,2.30,20,"Northern California"
ak,10839637,2,"Tuesday, November  5, 2013 23:34:25 UTC",60.0924,-139.7496,2.4,10.40,33,"Southern Yukon Territory, Canada"
nc,72101801,0,"Tuesday, November  5, 2013 23:29:54 UTC",38.8413,-122.8380,1.5,2.10,22,"Northern California"
ak,10839622,2,"Tuesday, November  5, 2013 23:16:20 UTC",53.9310,-166.3547,1.3,6.80,11,"Fox Islands, Aleutian Islands, Alaska"
nc,72101786,1,"Tuesday, November  5, 2013 23:03:17 UTC",38.7872,-122.7363,2.1,1.70,38,"Northern California"
ak,10839605,2,"Tuesday, November  5, 2013 22:44:34 UTC",60.3953,-150.6500,1.6,55.90,19,"Kenai Peninsula, Alaska"
nc,72101771,0,"Tuesday, November  5, 2013 22:39:15 UTC",40.1610,-121.0462,1.7,7.90, 9,"Northern California"
nc,72101766,0,"Tuesday, November  5, 2013 22:38:16 UTC",39.3762,-122.9033,1.9,7.20,15,"Northern California"
nc,72101761,0,"Tuesday, November  5, 2013 22:34:29 UTC",36.5640,-121.1655,1.6,6.80,14,"Central California"
ci,11388002,4,"Tuesday, November  5, 2013 22:30:38 UTC",33.8618,-117.5005,1.3,0.00,25,"Greater Los Angeles area, California"
ci,11387994,2,"Tuesday, November  5, 2013 22:26:23 UTC",34.0385,-117.3002,1.1,19.50,12,"Greater Los Angeles area, California"
uw,60624007,4,"Tuesday, November  5, 2013 22:06:02 UTC",44.6973,-117.4637,2.7,5.30,12,"Oregon"
pr,13309013,0,"Tuesday, November  5, 2013 21:58:48 UTC",17.9622,-65.3572,2.6,12.00, 4,"Puerto Rico region"
ci,11387986,4,"Tuesday, November  5, 2013 21:57:54 UTC",35.0603,-118.3522,1.7,4.10,22,"Southern California"
ci,11387978,4,"Tuesday, November  5, 2013 21:51:00 UTC",33.9828,-116.9650,1.0,18.60,26,"Southern California"
ak,10839581,2,"Tuesday, November  5, 2013 21:44:17 UTC",61.2391,-147.5324,1.5,0.00, 8,"Southern Alaska"
mb,13650832,2,"Tuesday, November  5, 2013 21:44:00 UTC",46.7146,-112.2023,1.3,13.60,18,"western Montana"
ak,10839578,2,"Tuesday, November  5, 2013 21:40:47 UTC",61.6992,-149.8797,1.3,42.00,11,"Southern Alaska"
ak,10839571,2,"Tuesday, November  5, 2013 21:35:38 UTC",60.2286,-141.4167,1.6,0.00, 8,"Southern Alaska"
uu,60043777,2,"Tuesday, November  5, 2013 21:23:41 UTC",39.7020,-111.2505,1.5,1.70, 5,"Utah"
hv,60587426,2,"Tuesday, November  5, 2013 21:22:02 UTC",20.1508,-155.8150,2.6,25.60,19,"Hawaii region, Hawaii"
ak,10839561,2,"Tuesday, November  5, 2013 21:14:15 UTC",62.2410,-145.7137,1.8,15.00,19,"Central Alaska"
ak,10839565,2,"Tuesday, November  5, 2013 21:08:39 UTC",51.5653,-175.1442,2.8,55.10, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11387970,5,"Tuesday, November  5, 2013 21:07:22 UTC",34.0323,-117.2460,1.1,16.60,41,"Greater Los Angeles area, California"
ak,10839547,2,"Tuesday, November  5, 2013 21:04:38 UTC",62.2350,-145.7290,2.7,15.50,40,"Central Alaska"
ci,11387962,5,"Tuesday, November  5, 2013 20:54:53 UTC",33.5270,-115.8640,1.6,3.40,43,"Southern California"
ci,11387946,3,"Tuesday, November  5, 2013 20:01:40 UTC",33.4900,-118.0347,1.9,6.80,14,"Gulf of Santa Catalina, California"
ak,10840957,2,"Tuesday, November  5, 2013 19:50:10 UTC",63.1127,-150.8412,1.5,130.80,15,"Central Alaska"
pr,13309012,0,"Tuesday, November  5, 2013 19:35:04 UTC",18.0034,-65.4055,2.3,17.00, 3,"Puerto Rico region"
ak,10840956,2,"Tuesday, November  5, 2013 19:27:21 UTC",53.3752,-163.6514,2.4,27.40,12,"Unimak Island region, Alaska"
hv,60587381,2,"Tuesday, November  5, 2013 19:06:26 UTC",19.3342,-155.1467,2.1,3.80,61,"Island of Hawaii, Hawaii"
ak,10840955,2,"Tuesday, November  5, 2013 19:04:36 UTC",53.4202,-163.7143,2.5,58.20, 9,"Unimak Island region, Alaska"
ak,10839508,2,"Tuesday, November  5, 2013 19:00:11 UTC",62.2649,-145.6937,1.5,14.70,14,"Central Alaska"
uu,60043732,2,"Tuesday, November  5, 2013 18:53:39 UTC",38.9610,-111.4082,1.0,5.80, 5,"Utah"
ak,10839503,2,"Tuesday, November  5, 2013 18:50:13 UTC",63.6247,-149.6807,1.6,119.70,22,"Central Alaska"
ak,10839493,2,"Tuesday, November  5, 2013 18:39:33 UTC",62.2644,-145.7344,1.4,11.60,14,"Central Alaska"
ak,10838179,3,"Tuesday, November  5, 2013 18:33:55 UTC",62.2003,-145.7050,3.3,17.70,67,"Central Alaska"
ak,10840950,2,"Tuesday, November  5, 2013 18:31:37 UTC",60.1628,-152.9469,1.7,117.10,22,"Southern Alaska"
ak,10840949,2,"Tuesday, November  5, 2013 18:28:17 UTC",61.4653,-151.5377,1.9,69.30,18,"Southern Alaska"
ak,10838132,2,"Tuesday, November  5, 2013 18:25:38 UTC",60.4902,-141.4709,1.9,9.50,35,"Southern Alaska"
ak,10838040,2,"Tuesday, November  5, 2013 18:09:29 UTC",63.4952,-150.8591,1.0,10.80,15,"Central Alaska"
ak,10840946,2,"Tuesday, November  5, 2013 18:05:10 UTC",53.3216,-165.0711,2.0,29.70,12,"Fox Islands, Aleutian Islands, Alaska"
pr,13309011,0,"Tuesday, November  5, 2013 17:58:33 UTC",18.3631,-64.1429,2.9,69.00, 8,"Virgin Islands region"
nc,72101646,0,"Tuesday, November  5, 2013 17:50:39 UTC",38.8100,-122.8100,1.3,2.20,16,"Northern California"
nc,72101641,0,"Tuesday, November  5, 2013 17:42:13 UTC",38.8002,-122.8092,1.4,3.10,18,"Northern California"
ak,10838023,2,"Tuesday, November  5, 2013 17:34:03 UTC",61.2270,-147.5867,1.5,0.00, 9,"Southern Alaska"
ak,10838015,2,"Tuesday, November  5, 2013 17:17:45 UTC",61.0347,-141.4073,1.5,8.50,19,"Southern Alaska"
pr,13309014,0,"Tuesday, November  5, 2013 17:13:15 UTC",18.5119,-64.0866,2.4,45.00, 5,"Virgin Islands region"
nc,72101606,0,"Tuesday, November  5, 2013 16:35:59 UTC",35.7515,-121.2250,1.3,14.80, 8,"Central California"
ak,10840942,2,"Tuesday, November  5, 2013 16:28:29 UTC",62.5018,-151.6583,1.6,91.20,15,"Central Alaska"
nc,72101601,0,"Tuesday, November  5, 2013 16:25:06 UTC",37.4098,-118.6027,1.5,11.20,13,"Central California"
nc,72101596,0,"Tuesday, November  5, 2013 16:24:00 UTC",37.4100,-118.6030,1.6,11.20,11,"Central California"
ak,10840941,2,"Tuesday, November  5, 2013 16:23:05 UTC",58.7330,-154.8124,2.3,127.90,25,"Alaska Peninsula"
nc,72101591,0,"Tuesday, November  5, 2013 16:21:36 UTC",36.5742,-121.1608,1.6,10.90,11,"Central California"
ak,10837989,2,"Tuesday, November  5, 2013 16:10:20 UTC",62.3334,-151.1640,2.4,88.90,57,"Central Alaska"
nc,72101586,0,"Tuesday, November  5, 2013 16:09:00 UTC",36.5668,-121.1710,1.6,0.10,14,"Central California"
ci,11387930,4,"Tuesday, November  5, 2013 15:57:58 UTC",33.0313,-116.4220,1.3,5.20,32,"Southern California"
ak,10837980,2,"Tuesday, November  5, 2013 15:36:48 UTC",63.3550,-151.1853,1.3,13.00,16,"Central Alaska"
ak,10840938,2,"Tuesday, November  5, 2013 15:35:35 UTC",62.5000,-150.9669,1.5,87.40,19,"Central Alaska"
mb,13950627,2,"Tuesday, November  5, 2013 15:25:00 UTC",46.7196,-112.2013,1.0,13.60,17,"western Montana"
ak,10837967,2,"Tuesday, November  5, 2013 15:17:11 UTC",61.4468,-150.6141,1.5,42.90,28,"Southern Alaska"
ak,10837965,2,"Tuesday, November  5, 2013 15:14:38 UTC",67.5655,-149.9681,2.6,5.40,24,"northern Alaska"
ci,11387906,5,"Tuesday, November  5, 2013 15:05:12 UTC",34.3112,-116.9688,1.5,7.60,56,"Southern California"
ak,10840935,2,"Tuesday, November  5, 2013 15:01:14 UTC",65.9598,-150.1547,1.4,8.30,12,"northern Alaska"
